Toyama Port;TAA Minami Kyushu;47000
Otaru Port;SAA Sapporo;42000
Otaru Port;TAA Hokkaido;42000
Otaru Port;Arai Bayside Hokkaido Tomakomai;42000
Otaru Port;Honda Hokaido;42000
Otaru Port;Ju Hokaido Hakodate;50000
Otaru Port;Ju Hokaido Kitami;64000
Otaru Port;Ju Hokaido Kushiro;64000
Otaru Port;Ju Hokaido Obishiro;67000
Otaru Port;Ju Hokaido /Ashaikawa;63000
Otaru Port;Ju Hokaido Muroran Tomakomai;46000
Otaru Port;Ju Hokaido /Sapporo;42000
Otaru Port;Lum Hokaido Tamokamai;42000
Otaru Port;Lum Sapporo;47000
Otaru Port;Zero Hokaido;47000
Otaru Port;USS Sapporo;42000
Maizuru;NAA Osaka;45000
Maizuru;Hanaten Osaka;45000
Maizuru;USS Kobe;45000
Maizuru;HAA Kobe;45000
Maizuru;Lease UP Kobe GE;45000
Maizuru;Aucnet Mie;53000
Maizuru;JU Mie;52000
Maizuru;JU Gifu;47000
Maizuru;JU Nara;47000
Maizuru;TAA KINKI;45000
Maizuru;IAA Osaka;45000
Maizuru;Aucnet Osaka;45000
Maizuru;ORIX Kobe;45000
Maizuru;SLC Kobe Nyusatsu;45000
Maizuru;SMAP Kobe;45000
Maizuru;Hiroshima;57000
Maizuru;Honda Kansai;45000
Maizuru;BAYAUC;45000
Maizuru;Aucnet Wakayama;45000
Maizuru;LAA Kansai;45000
Maizuru;ZIP Osaka;45000
Maizuru;Aucnet Kyoto;45000
Maizuru;USS Okayama;52000
Maizuru;KAA;42000
Maizuru;Aucnet Okayama;52000
Karstsu Port;KCAA Fukuoka;47000
Karstsu Port;JU Fukuoka;47000
Karstsu Port;Aucnet Fukuoka;47000
Karstsu Port;Honda Kyushu;47000
Karstsu Port;ORIX Fukuoka;47000
Karstsu Port;LUM Fukuoka/Kitakyushu;53000
Karstsu Port;SLC Kyushu Nyusatsu;44000
Karstsu Port;TAA Kyushu;47000
Karstsu Port;Naa Fukoka;47000
Karstsu Port;USS Fukuoka;47000
Karstsu Port;Aucnet Kumamoto;62000
Karstsu Port;JU Kumamoto;57000
Karstsu Port;Zero Xakata /Kumamoto;62000
Karstsu Port;USS Kyushu;47000
Karstsu Port;USS Kyushu Kagoshima;62000
Karstsu Port;Isuzu Kyushu;55000
Karstsu Port;Sls Fukuoka;44000
Karstsu Port;Nps Fukuoka;43000
Karstsu Port;KCAA Fukuoka Ebino/Minami Kyushu;62000
Karstsu Port;KCAA Fukuoka Yamaguchi;62000
Karstsu Port;JU Fukuoka/Kagoshima;57000
Karstsu Port;IPA Fukuoka;57000
Karstsu Port;TAA Minami Kyushu;62000
Hakata Port;KCAA Fukuoka;47000
Hakata Port;JU Fukuoka;47000
Hakata Port;Aucnet Fukuoka;47000
Hakata Port;Honda Kyushu;47000
Hakata Port;Honda Nagayo;45000
Hakata Port;TAA Chubu;45000
Hakata Port;CAA Chubu;45000
Hakata Port;TAA Fukushima;62000
Hakata Port;USS Tohoku;57000
Hakata Port;Taa Tohoku;62000
Hakata Port;Taa Tohoku Sendai;62000
Hakata Port;JU Miyagi;62000
Hakata Port;JU Fukushima;62000
Hakata Port;Arai Sendai;62000
Hakata Port;Honda Sendai;62000
Hakata Port;Orix Sendai;62000;
